Local time in Ciampino (airport);Temp_dcelsius;Wind_speed;Dewpoint_temp
08.10.2017 08:00;9.08;1;2.09
08.10.2017 05:00;9.00;0;1.06
08.10.2017 02:00;9.09;1;1.07
07.10.2017 23:00;13.07;2;0.07
07.10.2017 20:00;15.09;3;0.09
07.10.2017 17:00;20.00;6;-0.3
07.10.2017 14:00;20.01;6;0.03
07.10.2017 11:00;17.07;9;2.01
07.10.2017 08:00;13.04;5;1.03
07.10.2017 05:00;12.03;4;3.02
07.10.2017 02:00;14.01;5;5.00
06.10.2017 23:00;14.02;8;10.01
06.10.2017 20:00;18.05;1;13.02
06.10.2017 17:00;21.06;4;13.07
06.10.2017 14:00;22.01;3;12.07
06.10.2017 11:00;21.09;3;13.08
06.10.2017 08:00;18.07;3;15.09
06.10.2017 05:00;17.03;2;15.01
06.10.2017 02:00;15.07;2;13.04
05.10.2017 23:00;16.04;3;12.09
05.10.2017 20:00;18.06;1;15.05
05.10.2017 17:00;24.00.00;3;11.07
05.10.2017 14:00;24.05.00;3;12.08
05.10.2017 11:00;22.08;2;14.04
05.10.2017 08:00;14.04;0;11.06
05.10.2017 05:00;14.04;1;11.04
05.10.2017 02:00;17.01;2;11.05
04.10.2017 23:00;17.09;3;12.03
04.10.2017 20:00;19.05;1;14.06
04.10.2017 17:00;24.03.00;3;12.05
04.10.2017 14:00;25.07.00;3;12.02
04.10.2017 11:00;20.02;2;13.05
04.10.2017 08:00;15.00;3;13.02
04.10.2017 05:00;16.02;2;13.03
04.10.2017 02:00;16.07;1;14.01
03.10.2017 23:00;17.03;1;14.01
03.10.2017 20:00;19.02;1;15.07
03.10.2017 17:00;22.07;3;14.00
03.10.2017 14:00;24.00.00;4;12.01
03.10.2017 11:00;22.00;1;13.05
03.10.2017 08:00;14.09;2;12.02
03.10.2017 05:00;15.08;3;12.05
03.10.2017 02:00;16.02;3;12.06
02.10.2017 23:00;15.09;2;13.04
02.10.2017 20:00;17.07;1;15.03
02.10.2017 17:00;19.03;4;14.06
02.10.2017 14:00;23.03;3;12.09
02.10.2017 11:00;20.02;2;13.08
02.10.2017 08:00;15.02;1;13.05
02.10.2017 05:00;16.04;2;13.00
02.10.2017 02:00;17.01;2;13.01
01.10.2017 23:00;16.01;2;12.08
01.10.2017 20:00;17.07;1;13.04
01.10.2017 17:00;20.08;2;13.02
01.10.2017 14:00;21.05;3;13.06
01.10.2017 11:00;20.07;3;14.04
01.10.2017 08:00;15.04;1;12.01
01.10.2017 05:00;14.09;1;12.01
01.10.2017 02:00;15.09;2;11.00
30.09.2017 23:00;15.07;2;13.00
30.09.2017 20:00;18.02;2;13.07
30.09.2017 17:00;22.03;2;12.05
30.09.2017 14:00;21.06;2;13.02
30.09.2017 11:00;18.02;2;12.02
30.09.2017 05:00;13.09;3;10.02
30.09.2017 02:00;15.09;1;12.05
29.09.2017 23:00;16.00;2;14.03
29.09.2017 20:00;18.07;2;14.07
29.09.2017 17:00;23.00;3;14.04
29.09.2017 14:00;22.08;2;12.08
29.09.2017 11:00;19.03;2;12.07
29.09.2017 08:00;13.09;3;10.04
29.09.2017 05:00;14.03;3;10.06
29.09.2017 02:00;16.03;3;12.01
28.09.2017 23:00;16.01;2;12.02
28.09.2017 20:00;19.07;1;13.08
28.09.2017 17:00;22.06;4;14.00
28.09.2017 14:00;23.07;1;9.08
28.09.2017 11:00;19.04;2;12.09
28.09.2017 08:00;14.03;2;11.04
28.09.2017 05:00;14.07;2;11.06
28.09.2017 02:00;16.07;2;12.04
27.09.2017 23:00;16.09;1;13.01
27.09.2017 20:00;19.03;1;13.04
27.09.2017 17:00;23.01;4;12.03
27.09.2017 14:00;23.05;1;11.06
27.09.2017 11:00;19.08;2;12.06
27.09.2017 08:00;14.09;3;11.06
27.09.2017 05:00;15.00;2;12.03
27.09.2017 02:00;16.05;1;13.02
26.09.2017 20:00;18.06;1;15.03
26.09.2017 17:00;21.00;2;14.02
26.09.2017 14:00;22.01;3;11.05
26.09.2017 08:00;12.07;2;9.09
26.09.2017 05:00;12.02;1;9.00
26.09.2017 02:00;14.07;2;9.08
25.09.2017 23:00;16.08;2;10.00
25.09.2017 20:00;20.02;4;9.05
25.09.2017 17:00;22.06;7;8.09
25.09.2017 14:00;21.07;4;9.06
25.09.2017 11:00;17.01;3;11.08
25.09.2017 08:00;13.06;3;11.05
25.09.2017 05:00;14.01;2;11.06
25.09.2017 02:00;14.06;2;12.00
24.09.2017 23:00;15.07;1;12.05
24.09.2017 20:00;18.05;1;11.06
24.09.2017 17:00;21.02;4;10.09
24.09.2017 14:00;22.02;1;9.02
24.09.2017 11:00;19.06;1;11.04
24.09.2017 08:00;13.03;2;10.04
24.09.2017 05:00;12.07;2;9.07
24.09.2017 02:00;15.01;2;11.05
23.09.2017 23:00;15.02;2;11.02
23.09.2017 20:00;18.01;1;11.08
23.09.2017 17:00;22.03;2;8.06
23.09.2017 14:00;22.02;3;8.03
23.09.2017 11:00;19.02;2;9.07
23.09.2017 08:00;12.09;1;8.03
23.09.2017 05:00;12.09;1;7.03
23.09.2017 02:00;14.02;3;8.01
22.09.2017 23:00;15.05;2;10.07
22.09.2017 20:00;18.06;1;11.00
22.09.2017 17:00;22.07;3;6.00
22.09.2017 14:00;22.06;2;7.00
22.09.2017 11:00;19.03;2;9.09
22.09.2017 08:00;13.05;1;9.03
22.09.2017 05:00;12.06;2;10.08
22.09.2017 02:00;13.05;2;11.00
21.09.2017 23:00;14.07;2;10.09
21.09.2017 20:00;18.00;1;10.04
21.09.2017 17:00;21.05;3;9.05
21.09.2017 14:00;20.07;2;7.02
21.09.2017 11:00;19.05;1;5.06
21.09.2017 08:00;10.05;2;6.03
21.09.2017 05:00;10.06;2;5.04
21.09.2017 02:00;12.07;2;4.08
20.09.2017 23:00;14.09;3;6.00
20.09.2017 20:00;17.09;5;5.00
20.09.2017 17:00;20.01;8;7.00
20.09.2017 14:00;18.07;6;8.01
20.09.2017 11:00;15.00;6;7.07
20.09.2017 08:00;11.07;4;6.06
20.09.2017 05:00;11.06;3;8.04
20.09.2017 02:00;12.06;3;9.02
19.09.2017 23:00;15.08;1;11.07
19.09.2017 20:00;17.03;2;11.07
19.09.2017 17:00;19.08;4;9.04
19.09.2017 14:00;21.00;4;10.00
19.09.2017 11:00;19.03;3;9.08
19.09.2017 08:00;16.09;1;13.04
19.09.2017 05:00;17.06;5;14.02
19.09.2017 02:00;16.05;2;15.03
18.09.2017 23:00;17.04;2;15.02
18.09.2017 20:00;19.03;1;13.08
18.09.2017 17:00;21.04;4;8.02
18.09.2017 14:00;22.06;4;12.04
18.09.2017 11:00;20.09;3;11.04
18.09.2017 08:00;15.03;1;12.05
18.09.2017 05:00;14.04;3;12.02
18.09.2017 02:00;14.09;2;12.04
17.09.2017 23:00;15.09;1;12.02
17.09.2017 20:00;18.07;1;11.02
17.09.2017 17:00;21.09;3;12.03
17.09.2017 14:00;22.02;3;12.00
17.09.2017 11:00;20.00;2;13.04
17.09.2017 08:00;18.08;2;16.06
17.09.2017 05:00;19.01;2;16.07
17.09.2017 02:00;19.09;1;18.00
16.09.2017 23:00;22.05;5;21.04
16.09.2017 20:00;23.04;6;19.06
16.09.2017 17:00;25.08.00;7;19.08
16.09.2017 14:00;26.06.00;6;19.02
16.09.2017 11:00;24.03.00;8;17.06
16.09.2017 08:00;21.08;5;15.03
16.09.2017 05:00;20.08;4;14.08
16.09.2017 02:00;19.03;2;15.05
15.09.2017 23:00;20.07;3;17.06
15.09.2017 20:00;21.07;3;16.07
15.09.2017 17:00;25.09.00;3;16.01
15.09.2017 14:00;25.00.00;4;16.09
15.09.2017 11:00;23.07;4;15.08
15.09.2017 08:00;18.05;2;16.00
15.09.2017 05:00;18.00;2;16.02
15.09.2017 02:00;19.00;2;17.03
14.09.2017 23:00;20.07;3;16.08
14.09.2017 20:00;21.02;2;17.01
14.09.2017 17:00;24.04.00;3;16.00
14.09.2017 14:00;24.01.00;3;14.08
14.09.2017 11:00;22.08;4;16.03
14.09.2017 08:00;19.02;3;15.00
14.09.2017 05:00;15.06;1;12.05
14.09.2017 02:00;16.08;2;13.00
13.09.2017 23:00;17.05;1;13.09
13.09.2017 20:00;20.01;2;13.08
13.09.2017 17:00;23.09;3;14.08
13.09.2017 14:00;25.00.00;1;12.02
13.09.2017 11:00;21.05;1;12.04
13.09.2017 08:00;16.08;1;12.09
13.09.2017 05:00;16.02;2;13.04
13.09.2017 02:00;18.05;2;14.01
12.09.2017 23:00;19.00;1;13.04
12.09.2017 20:00;19.09;3;12.04
12.09.2017 17:00;22.06;4;12.05
12.09.2017 14:00;23.09;4;15.05
12.09.2017 11:00;22.08;5;16.03
12.09.2017 08:00;19.07;5;15.06
12.09.2017 05:00;17.00;2;15.03
12.09.2017 02:00;15.09;2;13.07
11.09.2017 23:00;19.06;2;14.02
11.09.2017 20:00;20.01;3;16.09
11.09.2017 17:00;19.01;1;16.06
11.09.2017 14:00;18.09;3;13.08
11.09.2017 11:00;19.06;2;15.00
11.09.2017 08:00;17.07;4;14.08
11.09.2017 05:00;18.09;4;13.01
11.09.2017 02:00;20.00;6;14.06
10.09.2017 23:00;20.01;5;18.04
10.09.2017 20:00;22.04;3;16.02
10.09.2017 17:00;22.01;1;18.09
10.09.2017 14:00;16.09;1;15.09
10.09.2017 11:00;16.03;9;15.03
10.09.2017 05:00;22.03;8;16.04
10.09.2017 02:00;22.00;5;16.00
09.09.2017 23:00;22.00;6;15.03
09.09.2017 20:00;22.00;5;14.09
09.09.2017 17:00;24.03.00;6;13.00
09.09.2017 14:00;24.08.00;4;14.05
09.09.2017 11:00;23.03;1;14.02
09.09.2017 08:00;18.05;2;14.06
09.09.2017 05:00;16.09;2;14.07
09.09.2017 02:00;17.03;2;13.02
08.09.2017 23:00;18.03;1;14.07
08.09.2017 20:00;21.07;2;15.03
08.09.2017 17:00;25.04.00;3;15.02
08.09.2017 14:00;26.06.00;4;13.06
08.09.2017 11:00;24.06.00;3;13.04
08.09.2017 08:00;19.06;2;13.03
08.09.2017 05:00;17.03;2;12.08
08.09.2017 02:00;18.07;3;11.07
07.09.2017 23:00;19.00;2;15.02
07.09.2017 20:00;21.09;2;14.09
07.09.2017 17:00;24.09.00;4;16.05
07.09.2017 14:00;26.03.00;5;16.01
07.09.2017 11:00;24.08.00;5;18.03
07.09.2017 08:00;22.00;1;16.02
07.09.2017 05:00;21.08;1;16.01
07.09.2017 02:00;21.00;2;16.04
06.09.2017 23:00;21.05;2;17.03
06.09.2017 20:00;23.00;2;17.03
06.09.2017 17:00;25.04.00;4;16.07
06.09.2017 14:00;27.00.00;4;14.09
06.09.2017 11:00;25.04.00;2;12.08
06.09.2017 08:00;19.04;1;16.05
06.09.2017 05:00;18.03;2;16.00
06.09.2017 02:00;18.07;2;16.03
05.09.2017 23:00;19.07;2;14.02
05.09.2017 20:00;22.08;2;13.00
05.09.2017 17:00;26.03.00;4;11.08
05.09.2017 14:00;27.01.00;3;14.01
05.09.2017 11:00;23.08;2;12.09
05.09.2017 08:00;18.01;1;14.02
05.09.2017 05:00;18.00;3;13.03
05.09.2017 02:00;18.05;2;13.08
04.09.2017 23:00;18.07;2;14.05
04.09.2017 20:00;21.08;2;14.02
04.09.2017 17:00;24.03.00;4;13.04
04.09.2017 14:00;25.04.00;3;7.06
04.09.2017 11:00;23.08;3;10.06
04.09.2017 08:00;16.03;1;10.02
04.09.2017 05:00;15.08;3;8.00
04.09.2017 02:00;15.08;2;10.00
03.09.2017 23:00;18.01;1;11.05
03.09.2017 20:00;20.08;3;10.08
03.09.2017 14:00;21.08;5;11.05
03.09.2017 11:00;20.04;2;10.02
03.09.2017 08:00;15.09;1;10.01
03.09.2017 05:00;15.00;3;10.08
03.09.2017 02:00;15.00;3;10.07
02.09.2017 23:00;19.06;3;15.07
02.09.2017 20:00;21.00;3;14.00
02.09.2017 17:00;23.08;6;12.06
02.09.2017 14:00;25.05.00;4;15.04
02.09.2017 11:00;22.09;5;18.05
02.09.2017 08:00;22.03;3;19.06
02.09.2017 05:00;23.04;2;19.02
02.09.2017 02:00;23.00;2;20.07
01.09.2017 23:00;24.01.00;4;21.06
01.09.2017 20:00;25.02.00;3;20.03
01.09.2017 17:00;27.04.00;4;18.04
01.09.2017 14:00;19.01;10;18.02
01.09.2017 11:00;26.07.00;4;19.00
01.09.2017 08:00;24.06.00;4;20.09
01.09.2017 05:00;24.02.00;3;21.06
31.08.2017 23:00;24.06.00;1;21.04
31.08.2017 17:00;29.09.00;4;18.04
31.08.2017 14:00;31.01.00;3;18.04
31.08.2017 11:00;29.01.00;2;16.05
31.08.2017 08:00;23.01;1;16.02
31.08.2017 05:00;21.02;1;11.09
31.08.2017 02:00;22.00;1;14.03
30.08.2017 23:00;23.04;2;18.03
30.08.2017 20:00;26.00.00;3;20.01
30.08.2017 17:00;31.02.00;3;13.03
30.08.2017 14:00;31.05.00;3;11.07
30.08.2017 11:00;29.06.00;2;13.03
30.08.2017 08:00;22.08;1;13.01
30.08.2017 05:00;22.07;2;12.07
30.08.2017 02:00;23.04;2;12.09
29.08.2017 23:00;24.09.00;2;9.05
29.08.2017 20:00;28.00.00;2;16.05
29.08.2017 17:00;32.07.00;3;15.00
29.08.2017 14:00;32.09.00;4;15.06
29.08.2017 11:00;30.03.00;3;13.01
29.08.2017 08:00;25.04.00;1;13.04
29.08.2017 05:00;24.04.00;2;12.08
29.08.2017 02:00;23.07;1;9.05
28.08.2017 23:00;25.09.00;3;9.02
28.08.2017 20:00;30.00.00;2;10.07
28.08.2017 17:00;33.05.00;5;9.07
28.08.2017 14:00;34.03.00;3;11.09
28.08.2017 11:00;30.08.00;2;12.06
28.08.2017 08:00;25.01.00;0;13.05
28.08.2017 05:00;23.06;2;13.04
28.08.2017 02:00;22.06;1;13.06
27.08.2017 23:00;24.03.00;1;15.03
27.08.2017 20:00;27.05.00;2;14.07
27.08.2017 17:00;31.08.00;5;13.09
27.08.2017 14:00;34.04.00;4;7.01
27.08.2017 11:00;30.08.00;2;12.01
27.08.2017 08:00;23.06;1;11.08
27.08.2017 05:00;21.05;2;10.01
27.08.2017 02:00;23.01;1;10.00
26.08.2017 23:00;24.04.00;1;11.05
26.08.2017 20:00;27.01.00;2;13.03
26.08.2017 17:00;31.06.00;3;11.09
26.08.2017 14:00;32.02.00;4;13.01
26.08.2017 11:00;28.08.00;2;9.03
26.08.2017 08:00;21.08;2;10.02
26.08.2017 05:00;20.03;3;9.09
26.08.2017 02:00;20.07;2;8.04
25.08.2017 23:00;21.09;1;14.06
25.08.2017 20:00;26.04.00;2;14.09
25.08.2017 17:00;30.06.00;4;12.04
25.08.2017 14:00;32.08.00;3;12.03
25.08.2017 11:00;28.04.00;1;10.06
25.08.2017 08:00;21.03;1;9.09
25.08.2017 05:00;18.07;2;8.07
25.08.2017 02:00;20.01;1;10.08
24.08.2017 23:00;21.05;2;15.00
24.08.2017 20:00;26.04.00;2;14.06
24.08.2017 17:00;30.04.00;4;12.09
24.08.2017 14:00;31.03.00;3;11.08
24.08.2017 11:00;29.00.00;3;12.06
24.08.2017 08:00;21.03;0;12.09
24.08.2017 05:00;19.03;2;9.06
24.08.2017 02:00;19.07;2;16.06
23.08.2017 23:00;21.07;1;12.05
23.08.2017 20:00;26.02.00;1;12.06
23.08.2017 17:00;29.08.00;4;10.05
23.08.2017 14:00;31.00.00;2;13.00
23.08.2017 11:00;27.04.00;2;10.03
23.08.2017 08:00;20.03;1;10.03
23.08.2017 05:00;18.06;1;9.01
23.08.2017 02:00;19.01;2;9.01
22.08.2017 23:00;20.07;1;12.06
22.08.2017 20:00;24.04.00;2;9.00
22.08.2017 17:00;27.07.00;5;13.00
22.08.2017 14:00;28.09.00;3;7.05
22.08.2017 11:00;26.04.00;3;7.04
22.08.2017 08:00;20.09;4;8.00
22.08.2017 05:00;20.06;3;8.06
22.08.2017 02:00;20.03;1;7.07
21.08.2017 23:00;24.03.00;4;5.04
21.08.2017 20:00;28.03.00;4;5.08
21.08.2017 17:00;30.02.00;4;7.04
21.08.2017 14:00;30.01.00;3;6.03
21.08.2017 11:00;27.03.00;2;11.00
21.08.2017 08:00;21.04;3;9.09
21.08.2017 02:00;23.00;3;14.00
20.08.2017 23:00;23.08;1;15.02
20.08.2017 20:00;26.03.00;2;16.07
20.08.2017 17:00;29.05.00;3;16.07
20.08.2017 14:00;29.05.00;3;17.03
20.08.2017 11:00;27.05.00;4;18.05
20.08.2017 08:00;23.07;2;19.06
20.08.2017 05:00;23.09;2;18.01
20.08.2017 02:00;24.05.00;2;17.03
19.08.2017 23:00;24.07.00;2;20.07
19.08.2017 20:00;26.05.00;3;19.01
19.08.2017 17:00;30.08.00;4;12.09
19.08.2017 14:00;32.00.00;4;12.07
19.08.2017 11:00;28.04.00;4;17.08
19.08.2017 08:00;24.03.00;1;13.08
19.08.2017 05:00;21.05;1;12.02
19.08.2017 02:00;22.03;2;12.04
18.08.2017 23:00;24.08.00;1;16.09
18.08.2017 20:00;28.02.00;2;15.08
18.08.2017 17:00;32.02.00;4;14.04
18.08.2017 14:00;34.03.00;4;15.07
18.08.2017 11:00;32.08.00;4;12.05
18.08.2017 08:00;24.07.00;1;14.06
18.08.2017 05:00;22.01;1;13.06
18.08.2017 02:00;22.03;1;12.06
17.08.2017 23:00;26.06.00;2;12.01
17.08.2017 20:00;28.09.00;2;15.08
17.08.2017 17:00;33.03.00;4;10.07
17.08.2017 14:00;34.02.00;4;14.02
17.08.2017 11:00;32.01.00;2;12.02
17.08.2017 08:00;23.08;2;9.02
17.08.2017 05:00;22.01;1;7.08
17.08.2017 02:00;23.04;2;6.06
16.08.2017 23:00;25.05.00;2;9.02
16.08.2017 20:00;28.09.00;2;11.05
16.08.2017 17:00;32.04.00;6;9.07
16.08.2017 14:00;33.07.00;5;8.00
16.08.2017 11:00;30.02.00;2;10.09
16.08.2017 08:00;23.05;2;10.06
16.08.2017 05:00;21.02;2;9.07
16.08.2017 02:00;22.07;1;9.04
15.08.2017 23:00;24.09.00;2;9.06
15.08.2017 20:00;26.07.00;1;11.03
15.08.2017 17:00;32.05.00;5;12.04
15.08.2017 14:00;33.01.00;3;9.08
15.08.2017 11:00;29.06.00;1;12.02
15.08.2017 08:00;22.06;1;12.06
15.08.2017 05:00;20.07;2;11.04
15.08.2017 02:00;22.03;2;11.05
14.08.2017 23:00;23.05;2;14.06
14.08.2017 20:00;26.04.00;2;17.04
14.08.2017 17:00;28.09.00;4;14.00
14.08.2017 14:00;30.03.00;3;10.06
14.08.2017 11:00;27.04.00;2;11.08
14.08.2017 08:00;21.09;1;12.07
14.08.2017 05:00;19.04;0;12.02
14.08.2017 02:00;19.09;1;11.09
13.08.2017 23:00;23.03;1;16.00
13.08.2017 20:00;26.05.00;4;14.05
13.08.2017 17:00;28.09.00;7;11.01
13.08.2017 14:00;30.01.00;4;8.00
13.08.2017 11:00;25.08.00;3;8.03
13.08.2017 08:00;19.02;2;10.00
13.08.2017 05:00;18.01;2;9.02
13.08.2017 02:00;20.00;2;8.04
12.08.2017 23:00;21.03;3;12.00
12.08.2017 20:00;23.07;4;13.02
12.08.2017 17:00;24.07.00;4;10.00
12.08.2017 14:00;24.07.00;5;9.06
12.08.2017 11:00;23.00;2;12.00
12.08.2017 08:00;21.08;3;12.06
12.08.2017 05:00;20.02;4;13.02
12.08.2017 02:00;20.06;3;13.08
11.08.2017 23:00;21.00;2;14.08
11.08.2017 20:00;22.04;4;14.02
11.08.2017 17:00;26.01.00;5;13.01
11.08.2017 14:00;27.02.00;5;15.03
11.08.2017 11:00;26.02.00;3;14.02
11.08.2017 08:00;23.03;4;15.03
11.08.2017 05:00;23.05;2;17.05
11.08.2017 02:00;24.03.00;2;17.09
10.08.2017 23:00;25.03.00;2;19.00
10.08.2017 20:00;27.07.00;4;21.02
10.08.2017 17:00;37.03.00;5;11.05
10.08.2017 14:00;32.06.00;5;18.02
10.08.2017 11:00;34.06.00;6;12.05
10.08.2017 08:00;27.05.00;2;15.00
10.08.2017 05:00;28.08.00;2;11.09
10.08.2017 02:00;26.00.00;2;14.06
09.08.2017 23:00;27.06.00;1;15.08
09.08.2017 20:00;32.08.00;2;13.06
09.08.2017 17:00;35.01.00;5;15.02
09.08.2017 14:00;36.02.00;5;11.04
09.08.2017 11:00;34.02.00;6;11.06
09.08.2017 08:00;31.01.00;2;11.08
09.08.2017 05:00;25.03.00;1;17.00
09.08.2017 02:00;25.08.00;1;16.03
08.08.2017 23:00;26.02.00;1;19.04
08.08.2017 17:00;34.08.00;4;14.05
08.08.2017 14:00;35.00.00;5;16.01
08.08.2017 11:00;33.01.00;4;16.01
08.08.2017 08:00;26.08.00;1;18.02
08.08.2017 05:00;23.03;0;12.05
08.08.2017 02:00;25.01.00;2;12.01
07.08.2017 23:00;26.06.00;2;14.03
07.08.2017 20:00;32.07.00;2;13.07
07.08.2017 17:00;36.06.00;4;12.08
07.08.2017 14:00;35.09.00;3;16.06
07.08.2017 11:00;33.09.00;2;16.00
07.08.2017 08:00;27.02.00;3;21.06
07.08.2017 05:00;25.03.00;3;22.08
07.08.2017 02:00;25.00.00;1;22.01
06.08.2017 23:00;26.02.00;1;22.06
06.08.2017 20:00;30.06.00;3;22.02
06.08.2017 17:00;34.02.00;3;18.08
06.08.2017 14:00;35.08.00;3;16.02
06.08.2017 11:00;33.04.00;1;12.09
06.08.2017 08:00;25.06.00;2;14.06
06.08.2017 05:00;22.07;0;10.08
06.08.2017 02:00;23.01;2;13.03
05.08.2017 23:00;25.09.00;2;18.06
05.08.2017 20:00;31.00.00;2;15.00
05.08.2017 17:00;35.02.00;4;13.05
05.08.2017 14:00;36.01.00;4;12.08
05.08.2017 11:00;35.03.00;2;12.03
05.08.2017 08:00;27.03.00;1;7.07
05.08.2017 05:00;26.06.00;2;5.03
05.08.2017 02:00;26.08.00;3;7.08
04.08.2017 23:00;28.00.00;2;13.07
04.08.2017 20:00;32.04.00;2;18.03
04.08.2017 17:00;35.06.00;3;13.03
04.08.2017 14:00;35.07.00;4;21.07
04.08.2017 11:00;34.08.00;2;17.06
04.08.2017 08:00;28.06.00;1;11.03
04.08.2017 05:00;26.04.00;1;11.01
04.08.2017 02:00;27.05.00;1;9.02
03.08.2017 23:00;29.07.00;2;10.01
03.08.2017 20:00;34.00.00;1;12.06
03.08.2017 17:00;37.04.00;3;12.09
03.08.2017 14:00;36.07.00;3;21.07
03.08.2017 11:00;33.08.00;2;18.06
03.08.2017 08:00;28.02.00;2;11.09
03.08.2017 05:00;26.04.00;3;10.09
03.08.2017 02:00;26.00.00;2;12.01
02.08.2017 23:00;28.00.00;2;9.08
02.08.2017 20:00;32.03.00;1;13.05
02.08.2017 17:00;37.02.00;3;11.08
02.08.2017 14:00;38.06.00;3;8.07
02.08.2017 11:00;34.08.00;1;9.07
02.08.2017 08:00;26.09.00;3;11.03
02.08.2017 05:00;23.04;1;10.08
02.08.2017 02:00;24.00.00;1;12.01
01.08.2017 23:00;26.09.00;2;9.09
01.08.2017 20:00;31.06.00;2;12.09
01.08.2017 17:00;37.02.00;4;8.06
01.08.2017 14:00;36.09.00;4;13.08
01.08.2017 11:00;34.03.00;1;14.06
01.08.2017 08:00;26.09.00;1;14.09
01.08.2017 05:00;23.09;1;13.09
01.08.2017 02:00;25.02.00;1;16.00
31.07.2017 23:00;26.06.00;1;15.09
31.07.2017 20:00;30.01.00;2;15.03
31.07.2017 17:00;34.03.00;4;14.04
31.07.2017 14:00;35.08.00;3;11.08
31.07.2017 11:00;31.05.00;2;13.00
31.07.2017 08:00;25.08.00;1;13.01
31.07.2017 05:00;21.09;1;13.02
31.07.2017 02:00;22.06;1;14.00
30.07.2017 23:00;24.03.00;1;15.05
30.07.2017 20:00;29.00.00;2;15.00
30.07.2017 17:00;32.05.00;3;13.05
30.07.2017 14:00;32.07.00;3;14.05
30.07.2017 11:00;30.08.00;2;13.06
30.07.2017 08:00;25.02.00;1;13.08
30.07.2017 05:00;22.02;2;13.01
30.07.2017 02:00;22.00;1;14.09
29.07.2017 23:00;23.05;1;17.00
29.07.2017 20:00;27.08.00;2;17.00
29.07.2017 17:00;29.08.00;3;17.01
29.07.2017 14:00;31.00.00;3;17.02
29.07.2017 11:00;28.04.00;3;16.01
29.07.2017 08:00;24.05.00;1;16.06
29.07.2017 05:00;20.04;2;15.08
29.07.2017 02:00;21.02;2;16.02
28.07.2017 23:00;23.00;1;16.08
28.07.2017 20:00;26.00.00;3;17.09
28.07.2017 17:00;28.04.00;3;17.06
28.07.2017 14:00;28.01.00;4;17.00
28.07.2017 11:00;26.06.00;3;16.08
28.07.2017 08:00;23.03;3;18.00
28.07.2017 05:00;19.06;2;16.05
28.07.2017 02:00;21.07;1;17.06
27.07.2017 23:00;22.09;0;16.03
27.07.2017 20:00;26.06.00;2;13.02
27.07.2017 17:00;28.06.00;5;12.07
27.07.2017 14:00;29.04.00;4;13.06
27.07.2017 11:00;27.00.00;2;12.09
27.07.2017 08:00;21.04;2;14.06
27.07.2017 05:00;18.08;2;14.00
27.07.2017 02:00;20.01;3;12.06
26.07.2017 20:00;24.01.00;3;12.05
26.07.2017 17:00;26.06.00;5;13.01
26.07.2017 14:00;27.01.00;4;17.05
26.07.2017 11:00;26.05.00;2;12.07
26.07.2017 08:00;20.03;3;14.03
26.07.2017 05:00;18.03;1;13.05
26.07.2017 02:00;19.09;2;13.09
25.07.2017 23:00;22.03;0;12.09
25.07.2017 20:00;26.03.00;3;14.02
25.07.2017 17:00;25.03.00;3;13.01
25.07.2017 14:00;28.02.00;6;14.05
25.07.2017 11:00;26.02.00;4;16.08
25.07.2017 08:00;23.06;2;18.02
25.07.2017 05:00;22.02;2;19.02
25.07.2017 02:00;22.05;3;18.05
24.07.2017 23:00;23.06;3;18.05
24.07.2017 20:00;25.01.00;3;18.09
24.07.2017 17:00;28.03.00;4;18.06
24.07.2017 14:00;28.04.00;5;18.01
24.07.2017 11:00;28.09.00;6;19.01
24.07.2017 08:00;25.07.00;1;12.06
24.07.2017 05:00;22.04;2;10.07
24.07.2017 02:00;23.05;2;14.06
23.07.2017 23:00;26.00.00;1;15.05
23.07.2017 20:00;28.08.00;2;19.07
23.07.2017 17:00;33.07.00;4;19.08
23.07.2017 14:00;31.07.00;3;19.00
23.07.2017 11:00;30.07.00;2;15.09
23.07.2017 08:00;25.01.00;3;18.07
23.07.2017 05:00;22.07;3;18.03
23.07.2017 02:00;23.04;2;20.03
22.07.2017 23:00;24.09.00;3;21.02
22.07.2017 20:00;28.03.00;5;20.03
22.07.2017 17:00;32.05.00;4;13.05
22.07.2017 14:00;32.00.00;6;12.03
22.07.2017 11:00;31.00.00;5;11.07
22.07.2017 08:00;28.01.00;1;13.08
22.07.2017 05:00;26.01.00;4;10.09
22.07.2017 02:00;26.05.00;3;7.04
21.07.2017 23:00;26.01.00;3;8.07
21.07.2017 20:00;29.06.00;4;9.02
21.07.2017 17:00;31.06.00;6;10.05
21.07.2017 14:00;31.08.00;4;11.07
21.07.2017 11:00;30.08.00;3;7.08
21.07.2017 08:00;24.08.00;1;11.06
21.07.2017 05:00;20.04;2;13.03
21.07.2017 02:00;20.07;1;11.04
20.07.2017 23:00;22.08;1;16.05
20.07.2017 20:00;27.03.00;2;14.00
20.07.2017 17:00;30.02.00;3;11.07
20.07.2017 14:00;30.04.00;3;10.01
20.07.2017 11:00;28.09.00;1;8.01
20.07.2017 08:00;23.00;2;15.00
20.07.2017 05:00;19.01;1;12.06
20.07.2017 02:00;20.00;2;9.07
19.07.2017 23:00;22.03;2;12.01
19.07.2017 20:00;27.03.00;2;11.05
19.07.2017 17:00;29.02.00;3;11.09
19.07.2017 14:00;30.08.00;4;9.09
19.07.2017 11:00;28.08.00;2;9.06
